File Name,# of MPRs,# of medians by first method,# of medians by second method
./TreeLifeData/COG0546.newick,30747813017026560,12288,256
./TreeLifeData/COG0547.newick,13946060800,4096,512
./TreeLifeData/COG0548.newick,121771524096,1024,256
./TreeLifeData/COG0549.newick,4718592,128,4
./TreeLifeData/COG0550.newick,4595469712883712,512,64
./TreeLifeData/COG0551.newick,2,2,2
./TreeLifeData/COG0552.newick,949248,32,8
./TreeLifeData/COG0553.newick,8,8,2
./TreeLifeData/COG0554.newick,18345885696,2048,1024
./TreeLifeData/COG0555.newick,2944,16,8
./TreeLifeData/COG0556.newick,165888,64,32
./TreeLifeData/COG0557.newick,1465528320,192,8
./TreeLifeData/COG0558.newick,2,2,2
./TreeLifeData/COG0559.newick,250712764710912,32768,4096
./TreeLifeData/COG0560.newick,70904709120,1024,48
./TreeLifeData/COG0561.newick,8,4,2
./TreeLifeData/COG0562.newick,2720,16,16
./TreeLifeData/COG0563.newick,32,8,2
./TreeLifeData/COG0564.newick,435520143360,4096,512
./TreeLifeData/COG0565.newick,144,8,4
./TreeLifeData/COG0566.newick,456608710656,2097152,16384
./TreeLifeData/COG0567.newick,2424,2,2
./TreeLifeData/COG0568.newick,93,4,1
./TreeLifeData/COG0569.newick,2098622556536832,16384,256
./TreeLifeData/COG0571.newick,2046244032,16,2
./TreeLifeData/COG0572.newick,101671680,8,1
./TreeLifeData/COG0573.newick,9889022327685120,64,4
./TreeLifeData/COG0574.newick,136273920,128,32
./TreeLifeData/COG0575.newick,37596708864,256,8
./TreeLifeData/COG0576.newick,9437184,768,64
./TreeLifeData/COG0577.newick,128,32,4
./TreeLifeData/COG0578.newick,264536064,256,128
./TreeLifeData/COG0579.newick,54188310528,2048,256
./TreeLifeData/COG0580.newick,808503607296000,65536,128
./TreeLifeData/COG0581.newick,3719607091200,512,96
./TreeLifeData/COG0582.newick,126,8,1
./TreeLifeData/COG0583.newick,627572736,4096,256
./TreeLifeData/COG0584.newick,1049914197455929344,32768,12288
./TreeLifeData/COG0585.newick,3163392,4,2
./TreeLifeData/COG0586.newick,3156079408054272,1048576,65536
./TreeLifeData/COG0587.newick,18210816,4,2
./TreeLifeData/COG0588.newick,12085248,32,32
./TreeLifeData/COG0589.newick,2,2,2
./TreeLifeData/COG0590.newick,25165824000,524288,16384
./TreeLifeData/COG0591.newick,1846719222090301440,64,16
./TreeLifeData/COG0592.newick,1052160,4,1
./TreeLifeData/COG0593.newick,143360,64,32
./TreeLifeData/COG0594.newick,17604,4,1
./TreeLifeData/COG0595.newick,4008,2,1
./TreeLifeData/COG0596.newick,2,2,2
./TreeLifeData/COG0597.newick,49152,64,128
./TreeLifeData/COG0598.newick,433888690176,512,16
./TreeLifeData/COG0599.newick,6954072145920,8192,256
./TreeLifeData/COG0600.newick,963504195225255936000,6291456,49152
./TreeLifeData/COG0601.newick,1435687094767646273118727569408000,6442450944,134217728
./TreeLifeData/COG0602.newick,1258291200,2048,256
./TreeLifeData/COG0603.newick,16515072,1024,256
./TreeLifeData/COG0604.newick,2,2,2
./TreeLifeData/COG0605.newick,3502080,64,32
./TreeLifeData/COG0606.newick,175104,256,2
./TreeLifeData/COG0607.newick,95446055241534690619620348395520,4194304,32768
./TreeLifeData/COG0608.newick,479232,32,8
./TreeLifeData/COG0609.newick,8879086865567711232000000,2048,1024
./TreeLifeData/COG0610.newick,398721024,512,64
./TreeLifeData/COG0611.newick,7280640,128,32
./TreeLifeData/COG0612.newick,1,1,1
./TreeLifeData/COG0613.newick,1024,128,64
./TreeLifeData/COG0614.newick,1350646736754789512197963776,1073741824,4194304
./TreeLifeData/COG0615.newick,8640,64,16
./TreeLifeData/COG0616.newick,2734516019920896,512,32
./TreeLifeData/COG0617.newick,227405767680,8,1
./TreeLifeData/COG0618.newick,125337600,128,24
./TreeLifeData/COG0619.newick,42790475464704,2,2
./TreeLifeData/COG0620.newick,723168,4,2
./TreeLifeData/COG0621.newick,194435850550105866240,2048,256
./TreeLifeData/COG0622.newick,3686400,64,32
./TreeLifeData/COG0623.newick,829440,32,2
./TreeLifeData/COG0624.newick,64,16,2
./TreeLifeData/COG0625.newick,4,4,2
./TreeLifeData/COG0626.newick,12,4,2
./TreeLifeData/COG0627.newick,320,16,16
./TreeLifeData/COG0628.newick,1177685186523955200,4194304,65536
./TreeLifeData/COG0629.newick,156430761984,8192,1024
./TreeLifeData/COG0630.newick,21120,16,16
./TreeLifeData/COG0631.newick,195236581274025984,8192,3072
./TreeLifeData/COG0632.newick,132364,8,2
./TreeLifeData/COG0633.newick,7593836544,1024,768
./TreeLifeData/COG0634.newick,12320768,128,128
./TreeLifeData/COG0635.newick,728272038002688,4096,512
./TreeLifeData/COG0636.newick,1026293760,2048,256
./TreeLifeData/COG0637.newick,1792,256,64
./TreeLifeData/COG0638.newick,4,4,2
./TreeLifeData/COG0639.newick,1002166165806576338861266305024000,16384,4096
./TreeLifeData/COG0640.newick,50,2,1
./TreeLifeData/COG0641.newick,7451136,16,8
./TreeLifeData/COG0643.newick,9196830720,1024,32
./TreeLifeData/COG0644.newick,166290259968,1024,256
./TreeLifeData/COG0645.newick,113760,16,4
./TreeLifeData/COG0646.newick,258048,256,256
./TreeLifeData/COG0647.newick,312807121920,16,8
./TreeLifeData/COG0648.newick,10368,256,64
./TreeLifeData/COG0649.newick,14735520,128,2
./TreeLifeData/COG0650.newick,27392,4,4
./TreeLifeData/COG0651.newick,1184890880,8192,4096
./TreeLifeData/COG0652.newick,60144002577331126272000,268435456,16777216
./TreeLifeData/COG0653.newick,208896,64,32
./TreeLifeData/COG0654.newick,50348377406767104,1024,96
./TreeLifeData/COG0655.newick,51052402606080,1024,128
./TreeLifeData/COG0656.newick,165622579200000,256,64
./TreeLifeData/COG0657.newick,40368013311630901248000,3145728,2048
./TreeLifeData/COG0658.newick,576,32,16
./TreeLifeData/COG0659.newick,403732012400640,2048,1024
./TreeLifeData/COG0661.newick,21222899712,512,256
./TreeLifeData/COG0662.newick,34652160,16,4
./TreeLifeData/COG0663.newick,589824,4096,512
./TreeLifeData/COG0664.newick,1,1,1
./TreeLifeData/COG0665.newick,48,8,8
./TreeLifeData/COG0666.newick,4,4,2
./TreeLifeData/COG0667.newick,2583401882701891475865600,262144,8192
./TreeLifeData/COG0668.newick,21369640568911340331375525888,65536,8192
./TreeLifeData/COG0669.newick,6082560,128,8
./TreeLifeData/COG0670.newick,42467328,16384,256
./TreeLifeData/COG0671.newick,3008,8,2
./TreeLifeData/COG0672.newick,152064000,64,2
./TreeLifeData/COG0673.newick,256,16,16
./TreeLifeData/COG0674.newick,2858390913024,4096,256
./TreeLifeData/COG0675.newick,98983526400,8,8
./TreeLifeData/COG0676.newick,2952,2,4
./TreeLifeData/COG0677.newick,615038976,256,32
./TreeLifeData/COG0678.newick,24,16,8
./TreeLifeData/COG0679.newick,67090513920000,16384,1024
./TreeLifeData/COG0680.newick,28334160,2,1
./TreeLifeData/COG0681.newick,4,4,2
./TreeLifeData/COG0682.newick,6720,16,4
./TreeLifeData/COG0683.newick,1024525605260097874267471872,8192,2048
./TreeLifeData/COG0684.newick,162186624,128,8
./TreeLifeData/COG0685.newick,48244654080,1024,32
./TreeLifeData/COG0686.newick,12386304,128,32
./TreeLifeData/COG0687.newick,6,2,1
./TreeLifeData/COG0688.newick,49152,512,128
./TreeLifeData/COG0689.newick,3242880,64,8
./TreeLifeData/COG0690.newick,7896096,64,8
./TreeLifeData/COG0691.newick,12416,8,4
./TreeLifeData/COG0692.newick,1317888,64,16
./TreeLifeData/COG0693.newick,128,16,2
./TreeLifeData/COG0694.newick,180224,96,8
./TreeLifeData/COG0695.newick,4,4,4
./TreeLifeData/COG0696.newick,5087232,64,32
./TreeLifeData/COG0698.newick,3372576768,32,8
./TreeLifeData/COG0699.newick,28,4,2
./TreeLifeData/COG0700.newick,4,4,4
./TreeLifeData/COG0701.newick,16515072,256,64
./TreeLifeData/COG0702.newick,6,4,2
./TreeLifeData/COG0703.newick,164560896,2048,128
./TreeLifeData/COG0704.newick,8,2,1
./TreeLifeData/COG0705.newick,8,4,2
./TreeLifeData/COG0706.newick,3072,512,64
./TreeLifeData/COG0707.newick,103424000,256,64
./TreeLifeData/COG0708.newick,6,4,2
./TreeLifeData/COG0709.newick,266112,16,2
./TreeLifeData/COG0710.newick,240640,32,8
./TreeLifeData/COG0711.newick,89292865536,1024,128
./TreeLifeData/COG0712.newick,5283201024,64,8
./TreeLifeData/COG0713.newick,2633622336,32,4
./TreeLifeData/COG0714.newick,42016271892480,128,8
./TreeLifeData/COG0715.newick,144,64,8
./TreeLifeData/COG0716.newick,264960,8,4
./TreeLifeData/COG0717.newick,15012864,128,16
./TreeLifeData/COG0718.newick,6026803200,64,2
./TreeLifeData/COG0719.newick,1586650152960,512,16
./TreeLifeData/COG0720.newick,1289748480,768,256
./TreeLifeData/COG0721.newick,76492800,32,8
./TreeLifeData/COG0722.newick,1554432,128,16
./TreeLifeData/COG0723.newick,1320,32,4
./TreeLifeData/COG0724.newick,1925042620127176663549083648000,67108864,4194304
./TreeLifeData/COG0725.newick,889159680,2048,16
./TreeLifeData/COG0726.newick,224565720562291449029197824000,2097152,8192
./TreeLifeData/COG0727.newick,192,2,4
./TreeLifeData/COG0728.newick,1294080,16,16
./TreeLifeData/COG0729.newick,208,4,2
./TreeLifeData/COG0730.newick,284584849142552985600,8192,2048
./TreeLifeData/COG0731.newick,165312,64,24
./TreeLifeData/COG0732.newick,1031352385536,32,2
./TreeLifeData/COG0733.newick,30124224,1024,16
./TreeLifeData/COG0735.newick,2971719988257226752,512,32
./TreeLifeData/COG0736.newick,602112,16,8
./TreeLifeData/COG0737.newick,256,8,4
./TreeLifeData/COG0738.newick,21504,128,64
./TreeLifeData/COG0739.newick,1158074137671445099925471232000,16384,4096
./TreeLifeData/COG0740.newick,12623064072192,4096,384
./TreeLifeData/COG0741.newick,1,1,1
./TreeLifeData/COG0742.newick,23760,64,8
./TreeLifeData/COG0743.newick,3840,8,4
./TreeLifeData/COG0744.newick,3072,128,32
./TreeLifeData/COG0745.newick,8,4,2
./TreeLifeData/COG0746.newick,39424,16,4
./TreeLifeData/COG0747.newick,2256345676518147305020165469339406827520000,33554432,8192
./TreeLifeData/COG0748.newick,9,2,1
./TreeLifeData/COG0749.newick,1572864,512,128
./TreeLifeData/COG0750.newick,1792000,8,16
./TreeLifeData/COG0751.newick,24480,8,4
./TreeLifeData/COG0752.newick,1520,48,8
./TreeLifeData/COG0753.newick,35553280,256,128
./TreeLifeData/COG0754.newick,7008,4,1
./TreeLifeData/COG0755.newick,4478976,64,128
./TreeLifeData/COG0756.newick,39936000,32,32
./TreeLifeData/COG0757.newick,274560,4,2
./TreeLifeData/COG0758.newick,182493696,8,8
./TreeLifeData/COG0759.newick,6553600,512,128
./TreeLifeData/COG0760.newick,2,2,2
./TreeLifeData/COG0761.newick,249817344,4,2
./TreeLifeData/COG0762.newick,182347776,8,1
./TreeLifeData/COG0763.newick,1648,16,8
./TreeLifeData/COG0764.newick,7514357760,768,1024
./TreeLifeData/COG0765.newick,15066730218368076119374214159400960,131072,1024
./TreeLifeData/COG0766.newick,4700160,64,32
./TreeLifeData/COG0767.newick,22680,32,8
./TreeLifeData/COG0768.newick,1807745024,2048,512
./TreeLifeData/COG0769.newick,359884800,4096,64
./TreeLifeData/COG0770.newick,153088,8,4
./TreeLifeData/COG0771.newick,31744,16,4
./TreeLifeData/COG0772.newick,123155251200,2048,1024
./TreeLifeData/COG0773.newick,256,256,256
./TreeLifeData/COG0774.newick,13312,32,8
./TreeLifeData/COG0775.newick,84934656,49152,512
./TreeLifeData/COG0776.newick,6773688914279399424,4096,32
./TreeLifeData/COG0777.newick,167552,16,4
./TreeLifeData/COG0778.newick,2749288227160982101268889600,536870912,100663296
./TreeLifeData/COG0779.newick,2978304,16,4
./TreeLifeData/COG0780.newick,6110208,64,16
./TreeLifeData/COG0781.newick,3870720,32,8
./TreeLifeData/COG0782.newick,753951744,4,16
./TreeLifeData/COG0783.newick,278691840,1024,128
./TreeLifeData/COG0784.newick,2,2,2
./TreeLifeData/COG0785.newick,48,4,2
./TreeLifeData/COG0786.newick,5928,4,2
./TreeLifeData/COG0787.newick,42007680,16,8
./TreeLifeData/COG0788.newick,3916800,256,16
./TreeLifeData/COG0789.newick,201444187176960000,6144,256
./TreeLifeData/COG0790.newick,71784,32,2
./TreeLifeData/COG0791.newick,22280527571227508736,256,128
./TreeLifeData/COG0792.newick,403200,96,32
./TreeLifeData/COG0793.newick,1227322734673920,4096,512
./TreeLifeData/COG0794.newick,309195786240,256,4
./TreeLifeData/COG0795.newick,691200,64,64
./TreeLifeData/COG0796.newick,2621440,64,32
./TreeLifeData/COG0797.newick,600,8,8
./TreeLifeData/COG0798.newick,98816,8,4
./TreeLifeData/COG0799.newick,138240,128,32
./TreeLifeData/COG0800.newick,45238368,2,4
./TreeLifeData/COG0801.newick,3072,128,48
./TreeLifeData/COG0802.newick,391680,256,16
./TreeLifeData/COG0803.newick,2298767081472,256,96
./TreeLifeData/COG0804.newick,256,16,16
./TreeLifeData/COG0805.newick,8,8,2
./TreeLifeData/COG0806.newick,225280,64,48
./TreeLifeData/COG0807.newick,32096256000,128,16
./TreeLifeData/COG0809.newick,2136192,32,16
./TreeLifeData/COG0810.newick,71358336,16,8
./TreeLifeData/COG0811.newick,115185473814528,512,128
./TreeLifeData/COG0812.newick,2201600,32,16
./TreeLifeData/COG0813.newick,63104,4,2
./TreeLifeData/COG0814.newick,2366191779840,512,16
./TreeLifeData/COG0815.newick,870400,8,4
./TreeLifeData/COG0816.newick,412416,16,16
./TreeLifeData/COG0817.newick,25584,2,2
./TreeLifeData/COG0818.newick,1944000,32,4
./TreeLifeData/COG0819.newick,15360,8,8
./TreeLifeData/COG0820.newick,62259200,256,192
./TreeLifeData/COG0821.newick,1410662400,64,4
./TreeLifeData/COG0822.newick,7915438080,1024,512
./TreeLifeData/COG0823.newick,307487093760,128,64
./TreeLifeData/COG0824.newick,508751621526650880,8192,1536
./TreeLifeData/COG0825.newick,96509952,16,2
./TreeLifeData/COG0826.newick,1304596316160,131072,49152
./TreeLifeData/COG0827.newick,378,4,2
./TreeLifeData/COG0828.newick,409600,128,128
./TreeLifeData/COG0829.newick,1920,64,4
./TreeLifeData/COG0830.newick,64,16,8
./TreeLifeData/COG0831.newick,128,8,8
./TreeLifeData/COG0832.newick,768,16,8
./TreeLifeData/COG0833.newick,19968,64,32
./TreeLifeData/COG0834.newick,2,2,2
./TreeLifeData/COG0835.newick,1404561008885760,524288,8192
./TreeLifeData/COG0836.newick,3840,32,16
./TreeLifeData/COG0837.newick,1152,16,2
./TreeLifeData/COG0838.newick,16,2,4
./TreeLifeData/COG0839.newick,34560,8,2
./TreeLifeData/COG0841.newick,1266474545264785041737411198976000,805306368,6291456
./TreeLifeData/COG0842.newick,128,32,4
./TreeLifeData/COG0843.newick,4282626539520,256,256
./TreeLifeData/COG0845.newick,102823506445765216554713088,301989888,1048576
./TreeLifeData/COG0846.newick,2,2,2
./TreeLifeData/COG0847.newick,24206067444523991040,131072,8192
./TreeLifeData/COG0848.newick,174957312,32,8
./TreeLifeData/COG0849.newick,21504,128,64
./TreeLifeData/COG0850.newick,4,4,4
./TreeLifeData/COG0851.newick,1536,64,32
./TreeLifeData/COG0852.newick,1873920,16,24
./TreeLifeData/COG0853.newick,153600,256,16
./TreeLifeData/COG0854.newick,94860,4,2
./TreeLifeData/COG0855.newick,1612800,64,16
./TreeLifeData/COG0856.newick,14,4,1
./TreeLifeData/COG0857.newick,4512,16,8
./TreeLifeData/COG0858.newick,8355840,8,16
./TreeLifeData/COG0859.newick,6704087040,64,16
./TreeLifeData/COG0860.newick,142,2,1
./TreeLifeData/COG0861.newick,471250986467328,128,16
./TreeLifeData/COG0863.newick,8,4,2
./TreeLifeData/COG0864.newick,608,12,8
./TreeLifeData/COG1001.newick,2048,1024,256
./TreeLifeData/COG1002.newick,1920,128,32
./TreeLifeData/COG1003.newick,53477376,2048,64
./TreeLifeData/COG1004.newick,437076910080,32,4
./TreeLifeData/COG1005.newick,21233664,256,8
./TreeLifeData/COG1006.newick,1562400,16,8
./TreeLifeData/COG1007.newick,187246080,64,16
./TreeLifeData/COG1008.newick,9953280,64,32
./TreeLifeData/COG1009.newick,949537996800,1024,128
./TreeLifeData/COG1010.newick,689472,64,8
./TreeLifeData/COG1011.newick,12,4,2
./TreeLifeData/COG1012.newick,1576558109731557469615460343798524072655950221383888339443122176000,36028797018963968,8589934592
./TreeLifeData/COG1013.newick,6526756454400,8192,16384
./Tree
